gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name	uniprot_accession	uniprot_gene_names	uniprot_protein_name	uniprot_length	alphafold_id	alphafold_pdb_url	alphafold_cif_url
COS4	379	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein COS4	COS4_YEAST	P43542	COS4 YFL062W	Protein COS4	379	AF-P43542-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P43542-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P43542-F1-model_v4.cif
COS5	383	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein COS5	COS5_YEAST	P47187	COS5 YJR161C J2410	Protein COS5	383	AF-P47187-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P47187-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P47187-F1-model_v4.cif
COS6	381	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein COS6	COS6_YEAST	P53344	COS6 YGR295C	Protein COS6	381	AF-P53344-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53344-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53344-F1-model_v4.cif
COS7	383	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein COS7	COS7_YEAST	Q07788	COS7 YDL248W	Protein COS7	383	AF-Q07788-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q07788-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q07788-F1-model_v4.cif
COS8	381	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein COS8	COS8_YEAST	P38723	COS8 YHL048W	Protein COS8	381	AF-P38723-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38723-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38723-F1-model_v4.cif
COS9	407	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein COS9	COS9_YEAST	P36034	COS9 YKL219W	Protein COS9	407	AF-P36034-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P36034-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P36034-F1-model_v4.cif
COT1	439	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:35175277, ECO:0000269|PubMed:9712830}; Multi-pass membrane protein {ECO:0000255}. Note=Targeted to vacuole membrane via the AP-3 pathway. {ECO:0000269|PubMed:35175277}.	Vacuolar zinc transporter COT1 (Cobalt toxicity protein 1)	COT1_YEAST	P32798	COT1 YOR316C O6131	Vacuolar zinc transporter COT1 (Cobalt toxicity protein 1)	439	AF-P32798-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32798-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32798-F1-model_v4.cif
COX1	534	12	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	27.833333333333332	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Multi-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COX1_YEAST	P00401	COX1 OXI3 Q0045	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	534	AF-P00401-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P00401-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P00401-F1-model_v4.cif
COX10	462	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16823961}. Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase) (HOS)	COX10_YEAST	P21592	COX10 YPL172C	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase) (HOS)	462	AF-P21592-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P21592-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P21592-F1-model_v4.cif
COX11	300	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15776235, ECO:0000269|PubMed:15840584, ECO:0000269|PubMed:2167832, ECO:0000269|PubMed:25926683, ECO:0000269|PubMed:35750769, ECO:0000305|PubMed:2167832}; Single-pass membrane protein {ECO:0000305|PubMed:15776235}; Intermembrane side {ECO:0000269|PubMed:15840584, ECO:0000269|PubMed:22984289}.	Cytochrome c oxidase assembly protein COX11, mitochondrial	COX11_YEAST	P19516	COX11 PSO7 YPL132W LPI13W	Cytochrome c oxidase assembly protein COX11, mitochondrial	300	AF-P19516-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P19516-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P19516-F1-model_v4.cif
COX13	129	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	28.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 13, mitochondrial (Cytochrome c oxidase polypeptide VIa)	COX13_YEAST	P32799	COX13 YGL191W G1341	Cytochrome c oxidase subunit 13, mitochondrial (Cytochrome c oxidase polypeptide VIa)	129	AF-P32799-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32799-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32799-F1-model_v4.cif
COX14	70	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	22.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane; Single-pass membrane protein.	Cytochrome c oxidase assembly protein COX14	COX14_YEAST	P39103	COX14 YML129C YM4987.06C	Cytochrome c oxidase assembly protein COX14	70	AF-P39103-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P39103-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P39103-F1-model_v4.cif
COX15	486	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.25	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11248251, ECO:0000269|PubMed:9228094}; Multi-pass membrane protein {ECO:0000255}.	Heme A synthase COX15 (HAS) (EC 1.17.99.9) (Cytochrome c oxidase assembly protein COX15)	COX15_YEAST	P40086	COX15 YER141W	Heme A synthase COX15 (HAS) (EC 1.17.99.9) (Cytochrome c oxidase assembly protein COX15)	486	AF-P40086-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P40086-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P40086-F1-model_v4.cif
COX16	118	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12446688}; Single-pass membrane protein {ECO:0000305}.	Cytochrome c oxidase assembly protein COX16, mitochondrial	COX16_YEAST	P47081	COX16 YJL003W J1403 YJR83.2	Cytochrome c oxidase assembly protein COX16, mitochondrial	118	AF-P47081-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P47081-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P47081-F1-model_v4.cif
COX18	316	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10809734}; Multi-pass membrane protein {ECO:0000269|PubMed:10809734}.	Cytochrome c oxidase assembly protein COX18, mitochondrial (Cytochrome c oxidase assembly protein 18)	COX18_YEAST	P53239	COX18 YGR062C G4532	Cytochrome c oxidase assembly protein COX18, mitochondrial (Cytochrome c oxidase assembly protein 18)	316	AF-P53239-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53239-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53239-F1-model_v4.cif
COX2	251	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	32.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Multi-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)	COX2_YEAST	P00410	COX2 OXI1 Q0250	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)	251	AF-P00410-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P00410-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P00410-F1-model_v4.cif
COX20	205	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	18.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Cytochrome c oxidase assembly protein COX20, mitochondrial	COX20_YEAST	Q04935	COX20 YDR231C YD9934.15c	Cytochrome c oxidase assembly protein COX20, mitochondrial	205	AF-Q04935-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q04935-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q04935-F1-model_v4.cif
COX26	66	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	37.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:27083394, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:27083394, ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 26, mitochondrial	COX26_YEAST	Q2V2P9	COX26 YDR119W-A	Cytochrome c oxidase subunit 26, mitochondrial	66	AF-Q2V2P9-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q2V2P9-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q2V2P9-F1-model_v4.cif
COX3	269	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	24.571428571428573	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Multi-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	COX3_YEAST	P00420	COX3 OXI2 Q0275	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	269	AF-P00420-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P00420-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P00420-F1-model_v4.cif
COX5A	153	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	COX5A_YEAST	P00424	COX5A YNL052W N2474 YNL2474W	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	153	AF-P00424-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P00424-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P00424-F1-model_v4.cif
COX5B	151	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:2986105}; Single-pass membrane protein {ECO:0000250|UniProtKB:P00424}.	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)	COX5B_YEAST	P00425	COX5B YIL111W	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)	151	AF-P00425-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P00425-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P00425-F1-model_v4.cif
COX7	60	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	24.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 7, mitochondrial (Cytochrome c oxidase polypeptide VII)	COX7_YEAST	P10174	COX7 YMR256C YM9920.10C	Cytochrome c oxidase subunit 7, mitochondrial (Cytochrome c oxidase polypeptide VII)	60	AF-P10174-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P10174-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P10174-F1-model_v4.cif
COX8	78	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	22.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 8, mitochondrial (Cytochrome c oxidase polypeptide VIII)	COX8_YEAST	P04039	COX8 YLR395C L8084.14	Cytochrome c oxidase subunit 8, mitochondrial (Cytochrome c oxidase polypeptide VIII)	78	AF-P04039-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P04039-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P04039-F1-model_v4.cif
COX9	59	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	36.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 9, mitochondrial (Cytochrome c oxidase polypeptide VIIA)	COX9_YEAST	P07255	COX9 YDL067C D2520	Cytochrome c oxidase subunit 9, mitochondrial (Cytochrome c oxidase polypeptide VIIA)	59	AF-P07255-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P07255-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P07255-F1-model_v4.cif
COY1	679	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12429822}; Single-pass type IV membrane protein {ECO:0000269|PubMed:12429822}.	Protein CASP	CASP_YEAST	P34237	COY1 YKL179C	Protein CASP	679	AF-P34237-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P34237-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P34237-F1-model_v4.cif
CPR4	318	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Peptidyl-prolyl cis-trans isomerase CPR4 (PPIase CPR4) (EC 5.2.1.8) (Rotamase)	CYPR_YEAST	P25334	CPR4 CYP4 SCC3 YCR069W YCR69W/YCR70W	Peptidyl-prolyl cis-trans isomerase CPR4 (PPIase CPR4) (EC 5.2.1.8) (Rotamase)	318	AF-P25334-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P25334-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P25334-F1-model_v4.cif
CPS1	576	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:1569061}; Single-pass membrane protein {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:1569061}. Note=Lysosome-like vacuoles.	Carboxypeptidase S (EC 3.4.17.4) (GLY-X carboxypeptidase) (YSCS)	CBPS_YEAST	P27614	CPS1 CPS YJL172W J0510	Carboxypeptidase S (EC 3.4.17.4) (GLY-X carboxypeptidase) (YSCS)	576	AF-P27614-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P27614-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P27614-F1-model_v4.cif
CPT1	393	7	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Microsome membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Mitochondrion outer membrane; Multi-pass membrane protein.	Cholinephosphotransferase 1 (EC 2.7.8.2) (Aminoalcohol phosphotransferase CPT1) (Diacylglycerol cholinephosphotransferase 1) (Sn-1,2-diacylglycerol cholinephosphotransferase) (CHOPT)	CPT1_YEAST	P17898	CPT1 YNL130C N1218 N1867	Cholinephosphotransferase 1 (EC 2.7.8.2) (Aminoalcohol phosphotransferase CPT1) (Diacylglycerol cholinephosphotransferase 1) (Sn-1,2-diacylglycerol cholinephosphotransferase) (CHOPT)	393	AF-P17898-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P17898-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P17898-F1-model_v4.cif
CRC1	327	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	18.5	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Mitochondrial carnitine carrier	CRC1_YEAST	Q12289	CRC1 YOR100C YOR3193C	Mitochondrial carnitine carrier	327	AF-Q12289-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12289-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12289-F1-model_v4.cif
CRD1	283	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:9442089}; Multi-pass membrane protein {ECO:0000255}.	Cardiolipin synthase (CMP-forming) (CLS) (EC 2.7.8.41)	CRLS1_YEAST	Q07560	CRD1 CLS1 YDL142C	Cardiolipin synthase (CMP-forming) (CLS) (EC 2.7.8.41)	283	AF-Q07560-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q07560-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q07560-F1-model_v4.cif
CSC1	782	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.181818181818183	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Calcium permeable stress-gated cation channel 1 (ScCSC1)	CSC1_YEAST	Q06538	CSC1 YLR241W	Calcium permeable stress-gated cation channel 1 (ScCSC1)	782	AF-Q06538-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06538-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06538-F1-model_v4.cif
CSF1	2958	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:35015055}; Single-pass type II membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:35015055}; Single-pass type II membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000269|PubMed:35015055}; Single-pass type II membrane protein {ECO:0000255}. Note=Localizes to endoplasmic reticulum-cell membrane and some endoplasmic reticulum-mitochondria contact sites. {ECO:0000269|PubMed:35015055}.	Protein CSF1 (Bridge-like lipid transfer protein family member 1) (BLTP1) (Cold sensitive for fermentation protein 1)	CSF1_YEAST	Q12150	CSF1 TWEEK YLR087C	Protein CSF1 (Bridge-like lipid transfer protein family member 1) (BLTP1) (Cold sensitive for fermentation protein 1)	2958	AF-Q12150-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12150-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12150-F1-model_v4.cif
CSG2	410	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	19.88888888888889	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:7854312}; Multi-pass membrane protein {ECO:0000269|PubMed:7854312}.	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2	CSG2_YEAST	P35206	CSG2 CLS2 YBR036C YBR0404	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2	410	AF-P35206-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P35206-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P35206-F1-model_v4.cif
CSH1	376	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Mannosyl phosphorylinositol ceramide synthase CSH1 (EC 2.4.1.370) (CSG1/SUR1 homolog 1)	CSH1_YEAST	P38287	CSH1 YBR161W YBR1212	Mannosyl phosphorylinositol ceramide synthase CSH1 (EC 2.4.1.370) (CSG1/SUR1 homolog 1)	376	AF-P38287-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38287-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38287-F1-model_v4.cif
CSM4	156	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12514182}; Single-pass membrane protein {ECO:0000269|PubMed:12514182}. Nucleus membrane {ECO:0000305|PubMed:12514182}; Single-pass membrane protein {ECO:0000305|PubMed:12514182}.	Chromosome segregation in meiosis protein 4	CSM4_YEAST	Q08955	CSM4 YPL200W	Chromosome segregation in meiosis protein 4	156	AF-Q08955-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q08955-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q08955-F1-model_v4.cif
CTP1	299	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	20.666666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q8JZU2}; Multi-pass membrane protein {ECO:0000255}.	Tricarboxylate transport protein (Citrate transport protein) (CTP)	TXTP_YEAST	P38152	CTP1 YBR291C YBR2039	Tricarboxylate transport protein (Citrate transport protein) (CTP)	299	AF-P38152-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38152-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38152-F1-model_v4.cif
CTR1	406	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:8293472}; Multi-pass membrane protein {ECO:0000255}.	Copper transport protein CTR1 (Copper transporter 1)	CTR1_YEAST	P49573	CTR1 YPR124W P9642.3	Copper transport protein CTR1 (Copper transporter 1)	406	AF-P49573-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P49573-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P49573-F1-model_v4.cif
CTR2	189	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:15494390}; Multi-pass membrane protein {ECO:0000269|PubMed:15494390}.	Copper transport protein CTR2 (Copper transporter 2)	CTR2_YEAST	P38865	CTR2 YHR175W	Copper transport protein CTR2 (Copper transporter 2)	189	AF-P38865-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38865-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38865-F1-model_v4.cif
CTR3	241	3	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane; Multi-pass membrane protein.	Copper transport protein CTR3 (Copper transporter 3)	CTR3_YEAST	Q06686	CTR3 YLR411W L9931.6	Copper transport protein CTR3 (Copper transporter 3)	241	AF-Q06686-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06686-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06686-F1-model_v4.cif
CUE1	203	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}.	Coupling of ubiquitin conjugation to ER degradation protein 1 (Kinetochore-defect suppressor 4)	CUE1_YEAST	P38428	CUE1 KIS4 YMR264W YM8156.06	Coupling of ubiquitin conjugation to ER degradation protein 1 (Kinetochore-defect suppressor 4)	203	AF-P38428-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38428-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38428-F1-model_v4.cif
CWH41	833	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8576053}; Single-pass type II membrane protein {ECO:0000269|PubMed:8576053}.	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I) (Glucosidase I)	CWH41_YEAST	P53008	CWH41 GLS1 YGL027C	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I) (Glucosidase I)	833	AF-P53008-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53008-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53008-F1-model_v4.cif
