gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name
GAL2	574	12	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	20.916666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Galactose transporter (Galactose permease)	GAL2_YEAST
GAP1	602	12	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	20.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11352928, ECO:0000269|PubMed:11500494, ECO:0000269|PubMed:12417748, ECO:0000269|PubMed:12499351, ECO:0000269|PubMed:14523026, ECO:0000269|PubMed:15039776, ECO:0000269|PubMed:15707981, ECO:0000269|PubMed:21471002}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15707981}; Multi-pass membrane protein {ECO:0000255}. Note=Depending on nitrogen source, GAP1 is transported to the plasma membrane, where it functions for amino acid uptake, or to the vacuole, where it is degraded (PubMed:11352928, PubMed:11500494, PubMed:12417748, PubMed:12499351, PubMed:14523026, PubMed:15039776, PubMed:21471002). {ECO:0000269|PubMed:11352928, ECO:0000269|PubMed:11500494, ECO:0000269|PubMed:12417748, ECO:0000269|PubMed:12499351, ECO:0000269|PubMed:14523026, ECO:0000269|PubMed:15039776, ECO:0000269|PubMed:21471002}.	General amino-acid permease GAP1	GAP1_YEAST
GDA1	518	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	15.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:8391537}; Single-pass type II membrane protein {ECO:0000269|PubMed:8391537}.	Guanosine-diphosphatase (GDPase) (EC 3.6.1.42)	GDA1_YEAST
GDT1	280	7	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:23569283}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalizes with Gos1p in the medial-Golgi stacks. {ECO:0000269|PubMed:23569283}.	Divalent cation/proton antiporter GDT1 (GCR1-dependent translation factor 1)	GDT1_YEAST
GEF1	779	12	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	21.5	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:9614122}; Multi-pass membrane protein {ECO:0000255}. Endosome membrane {ECO:0000305|PubMed:9520490}; Multi-pass membrane protein {ECO:0000255}. Prevacuolar compartment membrane {ECO:0000269|PubMed:12074596}; Multi-pass membrane protein {ECO:0000255}.	Anion/proton exchange transporter GEF1 (CLC protein GEF1) (ClC-A) (ClC-Y1) (Voltage-gated chloride channel) [Cleaved into: GEF1 N-terminal; GEF1 C-terminal]	GEF1_YEAST
GEM1	662	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:15479738, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:16823961}; Single-pass type IV membrane protein {ECO:0000269|PubMed:15479738, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:16823961}.	Mitochondrial Rho GTPase 1 (EC 3.6.5.-) (GTPase EF-hand protein of mitochondria 1)	GEM1_YEAST
GEP7	287	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}.	Genetic interactor of prohibitin 7, mitochondrial	GEP7_YEAST
GET1	235	3	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	19.333333333333332	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein. Golgi apparatus membrane; Multi-pass membrane protein. Mitochondrion membrane {ECO:0000269|PubMed:16823961}; Multi-pass membrane protein {ECO:0000269|PubMed:16823961}.	Golgi to ER traffic protein 1 (Guided entry of tail-anchored proteins 1) (Mitochondrial distribution and morphology protein 39)	GET1_YEAST
GET2	285	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	20.666666666666668	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein. Golgi apparatus membrane; Multi-pass membrane protein.	Golgi to ER traffic protein 2 (Guided entry of tail-anchored proteins 2) (Hydroxyurea resistance protein 2) (Required for meiotic nuclear division protein 7)	GET2_YEAST
GEX1	615	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21490148}; Multi-pass membrane protein {ECO:0000269|PubMed:21490148}. Vacuole membrane {ECO:0000269|PubMed:21490148}; Multi-pass membrane protein {ECO:0000269|PubMed:21490148}.	Glutathione exchanger 1	GEX1_YEAST
GEX2	615	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21490148}; Multi-pass membrane protein {ECO:0000269|PubMed:21490148}. Vacuole membrane {ECO:0000269|PubMed:21490148}; Multi-pass membrane protein {ECO:0000269|PubMed:21490148}.	Glutathione exchanger 2	GEX2_YEAST
GGC1	300	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	19.166666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000269|PubMed:14576278}.	Mitochondrial GTP/GDP carrier protein 1	GGC1_YEAST
GIT1	518	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.083333333333332	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16924500, ECO:0000269|PubMed:26928762, ECO:0000305|PubMed:12912892, ECO:0000305|PubMed:16141200, ECO:0000305|PubMed:9691030}; Multi-pass membrane protein {ECO:0000255}.	Glycerophosphoinositol transporter 1	GIT1_YEAST
GMH1	273	5	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12808035}; Multi-pass membrane protein {ECO:0000269|PubMed:12808035}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:12808035}; Multi-pass membrane protein {ECO:0000269|PubMed:12808035}. Note=Recycles between Golgi apparatus and endoplasmic reticulum.	Protein GMH1 (GEA1-6 membrane-associated high-copy suppressor protein 1)	GMH1_YEAST
GNP1	663	12	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000269|PubMed:14576278}.	High-affinity glutamine permease	GNP1_YEAST
GNT1	491	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}. Vacuole membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Glucose N-acetyltransferase 1 (EC 2.4.1.-) (N-acetylglucosaminyltransferase)	GNT1_YEAST
GOS1	223	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:16699523, ECO:0000269|PubMed:9755865}; Single-pass type IV membrane protein {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:16699523, ECO:0000269|PubMed:9755865}. Note=Punctate localization pattern. Localization affected by loss of SVP26, a membrane protein, and is shifted to the ER.	Golgi SNAP receptor complex member 1 (Golgi SNARE protein 1) (Protein transport protein GOS1)	GOSR1_YEAST
GOT1	138	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:10406798}; Multi-pass membrane protein {ECO:0000269|PubMed:10406798}.	Protein transport protein GOT1 (Golgi transport protein 1)	GOT1_YEAST
GPC1	432	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21.25	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:12524434, ECO:0000269|PubMed:18430972}; Multi-pass membrane protein {ECO:0000269|PubMed:12524434}.	Glycerophosphocholine acyltransferase 1 (GPCAT) (EC 2.3.1.-)	GPC1_YEAST
GPI1	609	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1 (GPI-GlcNAc transferase complex subunit GPI1) (GPI-GnT subunit GPI1) (EC 2.4.1.198)	GPI1_YEAST
GPI10	616	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	GPI mannosyltransferase 3 (EC 2.4.1.-) (GPI mannosyltransferase III) (GPI-MT-III) (Glycosylphosphatidylinositol-anchor biosynthesis protein 10)	GPI10_YEAST
GPI11	219	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	20.666666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Glycosylphosphatidylinositol anchor biosynthesis protein 11 (PIGF homolog)	GPI11_YEAST
GPI12	304	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26928762}.	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase (EC 3.5.1.89)	GPI12_YEAST
GPI13	1017	16	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.53125	0.0625	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	GPI ethanolamine phosphate transferase 3 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 13)	GPI13_YEAST
GPI14	403	10	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	20.6	0.55	0.1	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Glycosylphosphatidylinositol-anchor biosynthesis protein 14)	GPI14_YEAST
GPI15	229	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI15 (GPI-GlcNAc transferase complex subunit GPI5) (GPI-GnT subunit GPI5) (EC 2.4.1.198) (PIGH homolog)	GPI15_YEAST
GPI16	610	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11598210}; Single-pass type I membrane protein {ECO:0000269|PubMed:11598210}.	GPI transamidase component GPI16	GPI16_YEAST
GPI17	534	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	GPI transamidase component GPI17	GPI17_YEAST
GPI18	433	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17615295}; Multi-pass membrane protein {ECO:0000269|PubMed:17615295}.	GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Glycosylphosphatidylinositol-anchor biosynthesis protein 18)	GPI18_YEAST
GPI19	140	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI19 (GPI-GlcNAc transferase complex subunit GPI19) (GPI-GnT subunit GPI19) (EC 2.4.1.198)	GPI19_YEAST
GPI2	280	6	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Phosphatidylinositol N-acetylglucosaminyltransferase GPI2 subunit (GPI-GlcNAc transferase complex subunit GPI2) (GPI-GnT subunit GPI2) (EC 2.4.1.198)	GPI2_YEAST
GPI8	411	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type I membrane protein.	GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-)	GPI8_YEAST
GPR1	961	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	22.285714285714285	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9524122}; Multi-pass membrane protein {ECO:0000269|PubMed:9524122}.	G protein-coupled receptor GPR1	GPR1_YEAST
GPT2	743	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	18.6	0.6	0.2	1.0	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:22267742, ECO:0000269|PubMed:31421179, ECO:0000269|PubMed:9401016}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:19525420, ECO:0000269|PubMed:31421179}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to both perinuclear and cortical endoplasmic reticulum. {ECO:0000269|PubMed:19525420}.	Glycerol-3-phosphate O-acyltransferase 2 (G-3-P acyltransferase 2) (GPAT 2) (EC 2.3.1.15) (Dihydroxyacetone phosphate acyltransferase 2) (DHAP-AT 2) (EC 2.3.1.42) (Glycerol-3-phosphate / dihydroxyacetone phosphate acyltransferase 2)	GPT2_YEAST
GSC2	1895	8	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:7565718}; Multi-pass membrane protein {ECO:0000269|PubMed:7565718}.	1,3-beta-glucan synthase component GSC2 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (FK506 sensitivity protein 2) (Glucan synthase of cerevisiae protein 2)	FKS2_YEAST
GSF2	403	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Glucose-signaling factor 2 (Extracellular mutant protein 6)	GSF2_YEAST
GTT3	337	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	22.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Glutathione transferase 3	GTT3_YEAST
GUP1	560	11	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	20.90909090909091	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15813700}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15813700}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000269|PubMed:30184078}; Multi-pass membrane protein {ECO:0000255}.	Membrane-bound O-acyltransferase GUP1 (Glycerol uptake protein 1)	GUP1_YEAST
GUP2	609	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26928762}; Multi-pass membrane protein {ECO:0000255}.	Membrane-bound O-acyltransferase GUP2 (Glycerol uptake protein 2)	GUP2_YEAST
GWT1	490	13	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12714589, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:12714589, ECO:0000269|PubMed:14562095}.	GPI-anchored wall transfer protein 1 (EC 2.3.-.-)	GWT1_YEAST
HEH2	663	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16929305}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16929305}. Note=Targeting to the inner nuclear membrane requires the SRP1 and KAP95 karyopherins and the Ran cycle.	Inner nuclear membrane protein HEH2 (Helix-extension-helix domain-containing protein 2)	HEH2_YEAST
HEM25	307	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	24.833333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961, ECO:0000269|PubMed:27476175}. Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03064, ECO:0000305|PubMed:10930523, ECO:0000305|PubMed:27476175}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03064, ECO:0000305|PubMed:10930523}.	Mitochondrial glycine transporter (Heme biosynthesis protein of SLC25 family) (Solute carrier family 25 member 38 homolog)	S2538_YEAST
HFD1	532	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	19.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:24868093}. Mitochondrion outer membrane {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:16689936}; Single-pass membrane protein {ECO:0000255}. Endosome membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000255}. Cytoplasmic granule membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255}.	Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3) (EC 1.2.1.64) (Hexadecenal dehydrogenase)	HFD1_YEAST
HHY1	102	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.	Hypersensitivity to hygromycin-B protein 1	HHY1_YEAST
HIP1	603	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	19.833333333333332	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Histidine permease	HIP1_YEAST
HKR1	1802	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:8550469}; Single-pass type I membrane protein {ECO:0000269|PubMed:8550469}.	Signaling mucin HKR1 (Hansenula MRAKII killer toxin-resistant protein 1)	HKR1_YEAST
HMG1	1054	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8744950}; Multi-pass membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000269|PubMed:14562095}.	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1 (HMG-CoA reductase 1) (EC 1.1.1.34)	HMDH1_YEAST
HMG2	1045	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8744950}; Multi-pass membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000269|PubMed:14562095}.	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2 (HMG-CoA reductase 2) (EC 1.1.1.34)	HMDH2_YEAST
HMX1	317	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:12840010}; Single-pass type IV membrane protein {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:12840010}.	Heme-binding protein HMX1	HMX1_YEAST
HNM1	563	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.636363636363637	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Choline transporter	HNM1_YEAST
HOC1	396	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:9055074, ECO:0000269|PubMed:9430634}; Single-pass type II membrane protein {ECO:0000269|PubMed:9055074, ECO:0000269|PubMed:9430634}.	Putative glycosyltransferase HOC1 (EC 2.4.-.-) (M-Pol II subunit Hoc1p) (Mannan polymerase II complex HOC1 subunit)	HOC1_YEAST
HOL1	586	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein HOL1	HOL1_YEAST
HRD1	551	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	22.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:14562095}.	ERAD-associated E3 ubiquitin-protein ligase HRD1 (EC 2.3.2.27) (HMG-CoA reductase degradation protein 1) (RING-type E3 ubiquitin transferase HRD1)	HRD1_YEAST
HRD3	833	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	ERAD-associated E3 ubiquitin-protein ligase component HRD3 (HMG-CoA reductase degradation protein 3)	HRD3_YEAST
HSP30	332	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	30 kDa heat shock protein	HSP30_YEAST
HUR1	110	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Putative uncharacterized protein HUR1	HUR1_YEAST
HUT1	339	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	20.77777777777778	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11284010}; Multi-pass membrane protein {ECO:0000269|PubMed:11284010}.	UDP-galactose transporter homolog 1 (Multicopy suppressor of leflunomide-sensitivity protein 6)	HUT1_YEAST
HVG1	249	7	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Recycles between the Golgi apparatus and the endoplasmic reticulum. {ECO:0000250}.	Probable GDP-mannose transporter 2 (GMT 2)	GMT2_YEAST
HXT1	570	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.416666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Low-affinity glucose transporter HXT1	HXT1_YEAST
HXT10	546	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.416666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Hexose transporter HXT10	HXT10_YEAST
HXT11	567	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.416666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Hexose transporter HXT11 (Low-affinity glucose transporter LGT3)	HXT11_YEAST
HXT13	564	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.416666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Hexose transporter HXT13	HXT13_YEAST
HXT14	540	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.333333333333332	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Hexose transporter HXT14	HXT14_YEAST
HXT15	567	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.416666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Hexose transporter HXT15	HXT15_YEAST
