Entry	Entry Name	Gene Names	Protein names	Length
P16474	BIP_YEAST	KAR2 GRP78 SSD1 YJL034W J1248	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein homolog) (GRP-78) (Immunoglobulin heavy chain-binding protein homolog) (BiP)	682
P16521	EF3A_YEAST	YEF3 EFC1 TEF3 YEF3A YLR249W L9672.5	Elongation factor 3A (EF-3) (EF-3A) (EC 3.6.4.-) (Eukaryotic elongation factor 3) (eEF3) (Translation elongation factor 3A) (Yeast elongation factor 3)	1044
P16522	CDC23_YEAST	CDC23 YHR166C	Anaphase-promoting complex subunit CDC23 (Cell division control protein 23)	626
P16550	APA1_YEAST	APA1 DTP YCL050C YCL50C	Protein APA1 [Includes: Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 1 (Ap4A phosphorylase 1) (EC 2.7.7.53) (ADP-sulfurylase) (EC 2.7.7.5) (ATP adenylyltransferase) (Diadenosine tetraphosphate alpha,beta-phosphorylase (ADP-forming))]	321
P16603	NCPR_YEAST	NCP1 CPR1 NCPR1 PRD1 YHR042W	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	691
P16622	HEMH_YEAST	HEM15 YOR176W	Ferrochelatase, mitochondrial (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	393
P16649	TUP1_YEAST	TUP1 AAR1 AER2 AMM1 CYC9 FLK1 SFL2 UMR7 YCR084C YCR84C	General transcriptional corepressor TUP1 (Flocculation suppressor protein) (Glucose repression regulatory protein TUP1) (Repressor AER2)	713
P16658	SEN2_YEAST	SEN2 YLR105C L8004.12	tRNA-splicing endonuclease subunit SEN2 (EC 4.6.1.16) (Splicing endonuclease protein 2) (tRNA-intron endonuclease SEN2)	377
P16661	ALG1_YEAST	ALG1 YBR110W YBR0906	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)	449
P16664	RGP1_YEAST	RGP1 YDR137W YD9302.13	Guanine nucleotide exchange factor subunit RGP1 (Reduced growth phenotype protein 1) (Rgp1p)	663
P16861	PFKA1_YEAST	PFK1 YGR240C G8599	ATP-dependent 6-phosphofructokinase subunit alpha (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 1) (Phosphohexokinase)	987
P16862	PFKA2_YEAST	PFK2 YMR205C YM8325.06C	ATP-dependent 6-phosphofructokinase subunit beta (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 2) (Phosphohexokinase)	959
P16892	FUS3_YEAST	FUS3 DAC2 YBL016W YBL03.21 YBL0303	Mitogen-activated protein kinase FUS3 (MAP kinase FUS3) (EC 2.7.11.24)	353
P17064	FCY2_YEAST	FCY2 YER056C	Purine-cytosine permease FCY2 (PCP FCY2) (Cytosine/purine transport protein FCY2) (Fluorocytosine resistance protein 2)	533
P17065	SEC2_YEAST	SEC2 YNL272C N0641	Rab guanine nucleotide exchange factor SEC2 (GDP-GTP exchange factor SEC2)	759
P17076	RL8A_YEAST	RPL8A MAK7 RPL4A YHL033C	Large ribosomal subunit protein eL8A (60S ribosomal protein L8-A) (L4) (L4-2) (L7a-1) (Maintenance of killer protein 7) (RP6) (YL5)	256
P17106	CBF1_YEAST	CBF1 CEP1 CP1 CPF1 YJR060W J1730	Centromere-binding protein 1 (CBP-1) (Centromere promoter factor 1) (Centromere-binding factor 1)	351
P17119	KAR3_YEAST	KAR3 YPR141C P9659.16	Kinesin-like protein KAR3 (EC 5.6.1.4) (Nuclear fusion protein)	729
P17157	PHO85_YEAST	PHO85 SSG3 YPL031C P7102.18A	Cyclin-dependent protein kinase PHO85 (EC 2.7.11.22) (Negative regulator of the PHO system) (Serine/threonine-protein kinase PHO85)	305
P17214	EST1_YEAST	EST1 YLR233C L8083.15	Telomere elongation protein EST1 (Ever shorter telomeres protein 1)	699
P17255	VATA_YEAST	VMA1 CLS8 TFP1 YDL185W D1286	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (Vacuolar proton pump subunit A) [Cleaved into: Endonuclease PI-SceI (EC 3.1.-.-) (Sce VMA intein) (VMA1-derived endonuclease) (VDE)]	1071
P17260	KRE1_YEAST	KRE1 YNL322C N0336	Protein KRE1 (Killer toxin-resistance protein 1)	313
P17423	KHSE_YEAST	THR1 YHR025W	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	357
P17442	PHO81_YEAST	PHO81 YGR233C G8567	Phosphate system positive regulatory protein PHO81 (CDK inhibitor PHO81)	1178
P17505	MDHM_YEAST	MDH1 YKL085W	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	334
P17536	TPM1_YEAST	TPM1 YNL079C N2332	Tropomyosin-1	199
P17555	CAP_YEAST	SRV2 CAP1 YNL138W N1210 N1838	Adenylyl cyclase-associated protein (CAP)	526
P17629	HPR1_YEAST	HPR1 YDR138W YD9302.14	THO complex subunit HPR1 (Hyperrecombination protein 1)	752
P17649	GABAT_YEAST	UGA1 YGR019W	4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase)	471
P17695	GLRX2_YEAST	GRX2 TTR TTR1 YDR513W D9719.17	Glutaredoxin-2 (EC 1.11.1.9) (EC 2.5.1.18) (Glutathione-dependent oxidoreductase 2) (Thioltransferase)	143
P17709	HXKG_YEAST	GLK1 HOR3 YCL040W YCL312 YCL40W	Glucokinase-1 (EC 2.7.1.2) (Glucose kinase 1) (GLK-1)	500
P17883	SKI3_YEAST	SKI3 YPR189W P9677.7	Superkiller protein 3	1432
P17890	RPC7_YEAST	RPC31 ACP2 RPC8 YNL151C N1769	DNA-directed RNA polymerase III subunit RPC7 (RNA polymerase III subunit C7) (DNA-directed RNA polymerase III 31 kDa polypeptide) (C31)	251
P17891	CLC1_YEAST	CLC1 YGR167W	Clathrin light chain (CLC)	233
P17898	CPT1_YEAST	CPT1 YNL130C N1218 N1867	Cholinephosphotransferase 1 (EC 2.7.8.2) (Aminoalcohol phosphotransferase CPT1) (Diacylglycerol cholinephosphotransferase 1) (Sn-1,2-diacylglycerol cholinephosphotransferase) (CHOPT)	393
P17967	PDI_YEAST	PDI1 MFP1 TRG1 YCL043C YCL313 YCL43C	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Thioredoxin-related glycoprotein 1)	522
P18238	ADT3_YEAST	AAC3 YBR085W YBR0753	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (Adenine nucleotide translocator 3) (ANT 3)	307
P18239	ADT2_YEAST	PET9 AAC2 YBL030C YBL0421	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (Adenine nucleotide translocator 2) (ANT 2) (Petite colonies protein 9)	318
P18409	MDM10_YEAST	MDM10 YAL010C FUN37	Mitochondrial distribution and morphology protein 10 (Mitochondrial inheritance component MDM10)	493
P18410	SPO7_YEAST	SPO7 YAL009W	Sporulation-specific protein SPO7	259
P18412	TEC1_YEAST	TEC1 ROC1 YBR083W YBR0750	Ty transcription activator TEC1	486
P18480	SNF5_YEAST	SNF5 SWI10 TYE4 YBR289W YBR2036	SWI/SNF chromatin-remodeling complex subunit SNF5 (SWI/SNF complex subunit SNF5) (Transcription factor TYE4) (Transcription regulatory protein SNF5)	905
P18494	GLN3_YEAST	GLN3 YER040W	Nitrogen regulatory protein GLN3	730
P18562	UPP_YEAST	FUR1 YHR128W	Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)	216
P18759	SEC18_YEAST	SEC18 YBR080C YBR0736	Vesicular-fusion protein SEC18	758
P18851	GBB_YEAST	STE4 YOR212W YOR50-2	Guanine nucleotide-binding protein subunit beta	423
P18852	GBG_YEAST	STE18 YJR086W J1866	Guanine nucleotide-binding protein subunit gamma	110
P18888	SNF6_YEAST	SNF6 YHL025W	Transcription regulatory protein SNF6 (SWI/SNF complex component SNF6)	332
P18898	PGTB1_YEAST	CDC43 CAL1 YGL155W G1864	Geranylgeranyl transferase type-1 subunit beta (GGTase-I-beta) (EC 2.5.1.59) (Cell division cycle protein 43) (Geranylgeranyl transferase type I subunit beta) (RAS proteins geranylgeranyltransferase subunit beta) (Type I protein geranyl-geranyltransferase subunit beta) (PGGTase I beta)	376
P18899	DDR48_YEAST	DDR48 FSP YMR173W YM8010.03	Stress protein DDR48 (DNA damage-responsive protein 48) (DDRP 48) (Flocculent-specific protein) (YP 75)	430
P18961	YPK2_YEAST	YPK2 YKR2 YMR104C YM9718.03C	Serine/threonine-protein kinase YPK2/YKR2 (EC 2.7.11.1)	677
P19073	CDC42_YEAST	CDC42 SRO2 YLR229C L8083.13	Cell division control protein 42 (EC 3.6.5.2) (Suppressor of RHO3 protein 2)	191
P19097	FAS2_YEAST	FAS2 YPL231W P1409	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	1887
P19145	GAP1_YEAST	GAP1 YKR039W	General amino-acid permease GAP1	602
P19146	ARF2_YEAST	ARF2 YDL137W D2165	ADP-ribosylation factor 2	181
P19211	IF5A2_YEAST	ANB1 HYP1 TIF51B YJR047C J1651	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2) (Anaerobically induced protein 1) (Hypusine-containing protein HP1) (eIF-4D)	157
P19262	ODO2_YEAST	KGD2 YDR148C YD8358.05C	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (DLST) (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (OGDHC subunit E2) (Alpha-ketoglutarate dehydrogenase subunit E2) (alpha-KGDHC subunit E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	463
P19263	MED14_YEAST	RGR1 MED14 YLR071C	Mediator of RNA polymerase II transcription subunit 14 (Glucose repression regulatory protein 1) (Mediator complex subunit 14)	1082
P19358	METK2_YEAST	SAM2 ETH2 YDR502C D9719.8	S-adenosylmethionine synthase 2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2)	384
P19414	ACON_YEAST	ACO1 GLU1 YLR304C L8003.22	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	778
P19454	CSK22_YEAST	CKA2 YOR061W YOR29-12	Casein kinase II subunit alpha' (CK II) (EC 2.7.11.1)	339
P19516	COX11_YEAST	COX11 PSO7 YPL132W LPI13W	Cytochrome c oxidase assembly protein COX11, mitochondrial	300
P19524	MYO2_YEAST	MYO2 CDC66 YOR326W O6167	Myosin-2 (Cell division control protein 66) (Class V unconventional myosin MYO2) (Type V myosin heavy chain MYO2) (Myosin V MYO2)	1574
P19541	RDS2_YEAST	RDS2 YPL133C LPI12C	Regulator of drug sensitivity 2	446
P19657	PMA2_YEAST	PMA2 YPL036W	Plasma membrane ATPase 2 (EC 7.1.2.1) (Proton pump 2)	947
P19658	EXO70_YEAST	EXO70 YJL085W J0932	Exocyst complex component EXO70 (Exocyst complex protein of 70 kDa)	623
P19659	MED15_YEAST	GAL11 ABE1 MED15 RAR3 SDS4 SPT13 YOL051W	Mediator of RNA polymerase II transcription subunit 15 (Autonomous replication regulatory protein 3) (Basal expression activator protein 1) (Defective silencing suppressor protein 4) (Mediator complex subunit 15) (Transcription regulatory protein GAL11) (Ty insertion suppressor protein 13)	1081
P19807	HNM1_YEAST	HNM1 CTR CTR1 YGL077C	Choline transporter	563
P19812	UBR1_YEAST	UBR1 PTR1 YGR184C G7168	E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-end-recognizing protein) (N-recognin-1)	1950
P19880	AP1_YEAST	YAP1 PAR1 PDR4 SNQ3 YML007W YM9571.12	AP-1-like transcription factor YAP1 (Phenanthroline resistance protein PAR1) (Pleiotropic drug resistance protein PDR4)	650
P19881	PGP_YEAST	PHO13 YDL236W	Phosphoglycolate phosphatase (EC 3.1.3.18)	312
P19882	HSP60_YEAST	HSP60 MIF4 YLR259C L8479.10	Heat shock protein 60, mitochondrial (CPN60) (P66) (Stimulator factor I 66 kDa component)	572
P19955	KGD4_YEAST	YMR31 KGD4 YFR049W	Alpha-ketoglutarate dehydrogenase subunit 4, mitochondrial (alpha-KGDH subunit 4) (2-oxoglutarate dehydrogenase complex component 4) (OGDHC subunit 4)	123
P20050	HOP1_YEAST	HOP1 YIL072W	Meiosis-specific protein HOP1	605
P20052	PHO80_YEAST	PHO80 AGS3 TUP7 VAC5 YOL001W O2505 UNB293	PHO85 cyclin PHO80 (Aminoglycoside antibiotic sensitivity protein 3) (Phosphate system cyclin PHO80)	293
P20081	FKBP_YEAST	FPR1 FKB1 RBP1 YNL135C N1213 N1845	FK506-binding protein 1 (FKBP) (12-kDa cytosolic FK506-binding protein) (FKBP-12) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (EC 5.2.1.8) (Rapamycin-binding protein)	114
P20095	PRP2_YEAST	PRP2 RNA2 YNR011C N2048	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2 (EC 3.6.4.13) (Pre-mRNA-processing protein 2)	876
P20107	ZRC1_YEAST	ZRC1 YMR243C YM9408.05C	Vacuolar zinc transporter ZRC1 (Zinc resistance conferring protein 1) (Zinc/cadmium resistance protein ZRC1)	442
P20133	PGTB2_YEAST	BET2 YPR176C P9705.12	Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Type II protein geranyl-geranyltransferase subunit beta) (PGGT) (YPT1/SEC4 proteins geranylgeranyltransferase subunit beta)	325
P20134	SFL1_YEAST	SFL1 YOR140W YOR3339W	Flocculation suppression protein (Protein SFL1)	766
P20424	SRP54_YEAST	SRP54 SRH1 YPR088C P9513.14	Signal recognition particle subunit SRP54 (EC 3.6.5.4) (Signal recognition particle 54 kDa protein homolog)	541
P20433	RPB4_YEAST	RPB4 YJL140W J0654	DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (B32) (DNA-directed RNA polymerase II 32 kDa polypeptide)	221
P20434	RPAB1_YEAST	RPB5 RPA7 RPC9 YBR154C YBR1204	DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (ABC27) (DNA-directed RNA polymerases I, II, and III 27 kDa polypeptide)	215
P20435	RPAB2_YEAST	RPO26 RPB6 YPR187W P9677.8	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (ABC23) (DNA-directed RNA polymerases I, II, and III 23 kDa polypeptide)	155
P20436	RPAB3_YEAST	RPB8 YOR224C YOR50-14	DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (ABC14.4) (ABC14.5) (DNA-directed RNA polymerases I, II, and III 14.5 kDa polypeptide)	146
P20447	DBP3_YEAST	DBP3 YGL078C	ATP-dependent RNA helicase DBP3 (EC 3.6.4.13) (DEAD box protein 3) (Helicase CA3)	523
P20448	DBP4_YEAST	HCA4 DBP4 ECM24 YJL033W J1250	ATP-dependent RNA helicase HCA4 (EC 3.6.4.13) (DEAD box protein 4) (Helicase CA4) (Helicase UF1)	770
P20449	DBP5_YEAST	DBP5 RAT8 YOR046C	ATP-dependent RNA helicase DBP5 (EC 3.6.4.13) (DEAD box protein 5) (Helicase CA5/6) (Ribonucleic acid-trafficking protein 8)	482
P20457	PRI2_YEAST	PRI2 YKL045W YKL258	DNA primase large subunit (DNA polymerase alpha:primase complex p58 subunit) (DNA polymerase-primase complex p58 subunit) (Pol alpha-primase complex p58 subunit) (DNA primase 58 kDa subunit)	528
P20459	IF2A_YEAST	SUI2 TIF211 YJR007W J1429	Eukaryotic translation initiation factor 2 subunit alpha (eIF-2-alpha) (eIF-2A) (eIF-2alpha) (eIF2-alpha)	304
P20484	MAK11_YEAST	MAK11 YKL021C	Protein MAK11 (Maintenance of killer protein 11)	414
P20485	KICH_YEAST	CKI1 CKI YLR133W L3130 L9606.8	Choline kinase (EC 2.7.1.32) (ATP:choline phosphotransferase)	582
P20486	CKS1_YEAST	CKS1 YBR135W YBR1011	Cyclin-dependent kinases regulatory subunit (Cell division control protein CKS1)	150
P20604	PP11_YEAST	SIT4 PPH1 YDL047W D2693	Serine/threonine-protein phosphatase PP1-1 (EC 3.1.3.16)	311
P20606	SAR1_YEAST	SAR1 YPL218W	Small COPII coat GTPase SAR1 (EC 3.6.5.-) (GTP-binding protein SAR1) (Secretion-associated RAS-related protein 1)	190
P20676	NUP1_YEAST	NUP1 YOR098C YOR3182C	Nucleoporin NUP1 (Nuclear pore protein NUP1)	1076
P20795	VPS33_YEAST	VPS33 SLP1 VAM5 YLR396C L8084.15	Vacuolar protein sorting-associated protein 33 (Protein SLP1) (Vacuolar morphogenesis protein 5)	691
P20840	SAG1_YEAST	SAG1 AGAL1 YJR004C J1418	Alpha-agglutinin (AG-alpha-1)	650
P20967	ODO1_YEAST	KGD1 OGD1 YIL125W	2-oxoglutarate dehydrogenase, mitochondrial (OGDH) (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (OGDHC subunit E1) (Alpha-ketoglutarate dehydrogenase complex subunit E1) (alpha-KGDHC subunit E1)	1014
P21147	ACO1_YEAST	OLE1 YGL055W	Acyl-CoA desaturase 1 (EC 1.14.19.1) (Delta 9 fatty acid desaturase) (Fatty acid desaturase 1) (Stearoyl-CoA desaturase 1)	510
P21182	DCAM_YEAST	SPE2 YOL052C O1275	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]	396
P21190	IME1_YEAST	IME1 YJR094C J1916	Meiosis-inducing protein 1	360
P21192	ACE2_YEAST	ACE2 YLR131C L3123 L9606.10	Metallothionein expression activator	770
P21242	PSA7_YEAST	PRE10 PRC1 PRS1 YOR362C O6650	Probable proteasome subunit alpha type-7 (Macropain subunit C1) (Multicatalytic endopeptidase complex subunit C1) (Proteasome component C1) (Proteinase YSCE subunit 1)	288
P21243	PSA1_YEAST	SCL1 PRC2 PRS2 YGL011C	Proteasome subunit alpha type-1 (Macropain subunit C7-alpha) (Multicatalytic endopeptidase complex C7) (Proteasome component C7-alpha) (Proteasome component Y8) (Proteinase YSCE subunit 7) (SCL1 suppressor protein)	252
P21268	FAR1_YEAST	FAR1 YJL157C J0565	Cyclin-dependent kinase inhibitor FAR1 (CKI FAR1) (Factor arrest protein)	830
P21269	CCA1_YEAST	CCA1 TNT1 YER168C	CCA tRNA nucleotidyltransferase, mitochondrial (EC 2.7.7.72) (CCA-adding enzyme) (tRNA CCA-pyrophosphorylase) (tRNA adenylyltransferase) (tRNA nucleotidyltransferase)	546
P21372	PRP5_YEAST	PRP5 RNA5 YBR237W YBR1603	Pre-mRNA-processing ATP-dependent RNA helicase PRP5 (EC 3.6.4.13)	849
P21373	UTR1_YEAST	UTR1 YJR049C J1655	NAD(+) kinase (EC 2.7.1.23) (Unknown transcript 1 protein)	530
P21374	ISY1_YEAST	ISY1 NTC30 UTR3 YJR050W J1657	Pre-mRNA-splicing factor ISY1 (Interactor of SYF1) (PRP19-associated complex protein 30)	235
P21375	OSM1_YEAST	OSM1 YJR051W J1659	Fumarate reductase 2 (FRDS2) (EC 1.3.1.6) (NADH-dependent fumarate reductase) (Osmotic sensitivity protein 1) (Soluble fumarate reductase, mitochondrial isozyme)	501
P21524	RIR1_YEAST	RNR1 CRT7 RIR1 SDS12 YER070W	Ribonucleoside-diphosphate reductase large chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R1 subunit 1) (Ribonucleotide reductase large subunit 1)	888
P21538	REB1_YEAST	REB1 GRF2 YBR049C YBR0502	DNA-binding protein REB1 (QBP)	810
P21560	CBP3_YEAST	CBP3 YPL215W P1775	Protein CBP3, mitochondrial	335
P21576	VPS1_YEAST	VPS1 LAM1 SPO15 YKR001C	Vacuolar protein sorting-associated protein 1	704
P21592	COX10_YEAST	COX10 YPL172C	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase) (HOS)	462
P21651	RE107_YEAST	REC107 MER2 YJR021C J1462	Recombination protein 107 (Meiotic recombination protein 2)	314
P21672	RIR3_YEAST	RNR3 DIN1 YIL066C	Ribonucleoside-diphosphate reductase large chain 2 (EC 1.17.4.1) (Ribonucleotide reductase DNA damage-inducible regulatory subunit 2) (Ribonucleotide reductase R1 subunit 2) (Ribonucleotide reductase large subunit 2)	869
P21691	SIR1_YEAST	SIR1 YKR101W	Regulatory protein SIR1 (Heterochromatin protein SIR1) (Silent information regulator 1)	654
P21734	UBC1_YEAST	UBC1 YDR177W YD9395.10	Ubiquitin-conjugating enzyme E2 1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 1) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-protein ligase)	215
P21801	SDHB_YEAST	SDH2 SDH SDHB YLL041C	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	266
P21825	SEC62_YEAST	SEC62 YPL094C LPG14C	Translocation protein SEC62 (Sec62/63 complex 30 kDa subunit)	274
P21826	MLS2_YEAST	DAL7 MLS2 YIR031C	Malate synthase 2 (EC 2.3.3.9) (Degradation of allantoin protein 7)	554
P21827	RCC1_YEAST	SRM1 MTR1 PRP20 YGL097W	Guanine nucleotide exchange factor SRM1 (Pheromone response pathway component SRM1) (Pre-mRNA-processing protein 20) (Regulator of chromosome condensation) (Suppressor of receptor mutations 1) (mRNA transport protein 1)	482
P21951	DPOE_YEAST	POL2 DUN2 YNL262W N0825	DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase II subunit A)	2222
P21954	IDHP_YEAST	IDP1 YDL066W	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	428
P21957	OPI1_YEAST	OPI1 YHL020C	Transcriptional repressor OPI1 (Negative regulator of phospholipid biosynthesis) (Overproducer of inositol protein 1)	404
P21965	MCK1_YEAST	MCK1 YPK1 YNL307C N0392	Protein kinase MCK1 (EC 2.7.12.1) (Meiosis and centromere regulatory kinase)	375
P22007	FNTB_YEAST	RAM1 DPR1 SCG2 STE16 YDL090C D2412	Protein farnesyltransferase subunit beta (FTase-beta) (PFTase beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)	431
P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	SWI/SNF chromatin-remodeling complex subunit SNF2 (EC 3.6.4.-) (ATP-dependent chromatin remodeler SNF2) (Regulatory protein GAM1) (Regulatory protein SWI2) (SWI/SNF complex component SNF2) (Transcription factor TYE3) (Transcription regulatory protein SNF2)	1703
P22108	APA2_YEAST	APA2 YDR530C D9719.33	Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 2 (Ap4A phosphorylase 2) (EC 2.7.7.53) (ADP-sulfurylase) (EC 2.7.7.5) (ATP adenylyltransferase)	325
P22133	MDHC_YEAST	MDH2 YOL126C	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37)	377
P22137	CLH_YEAST	CHC1 YGL206C	Clathrin heavy chain	1653
P22138	RPA2_YEAST	RPA135 RPA2 RRN2 SRP3 YPR010C YP9531.03C	DNA-directed RNA polymerase I subunit RPA135 (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (A135) (DNA-directed RNA polymerase I polypeptide 2) (RNA polymerase I subunit 2)	1203
P22139	RPAB5_YEAST	RPB10 YOR210W	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (ABC10-beta) (ABC8) (DNA-directed RNA polymerases I, II, and III 8.3 kDa polypeptide)	70
P22140	EPT1_YEAST	EPT1 YHR123W	Choline/ethanolaminephosphotransferase 1 (ETHPT) (Ethanolaminephosphotransferase 1) (EC 2.7.8.1) (EC 2.7.8.2) (Aminoalcohol phosphotransferase EPT1)	391
P22141	PSB4_YEAST	PRE1 YER012W	Proteasome subunit beta type-4 (Macropain subunit C11) (Multicatalytic endopeptidase complex subunit C11) (Proteasome component C11) (Proteinase YSCE subunit 11)	198
P22146	GAS1_YEAST	GAS1 GGP1 YMR307W YM9952.09	1,3-beta-glucanosyltransferase GAS1 (EC 2.4.1.-) (Glycolipid-anchored surface protein 1) (Glycoprotein GP115)	559
P22147	XRN1_YEAST	XRN1 DST2 KEM1 RAR5 SEP1 SKI1 YGL173C G1645	5'-3' exoribonuclease 1 (EC 3.1.13.-) (DNA strand transfer protein beta) (STP-beta) (KAR(-)-enhancing mutation protein) (Strand exchange protein 1) (p175)	1528
P22148	MSN1_YEAST	MSN1 FUP1 PHD2 YOL116W HRB382	Protein MSN1 (Multicopy suppressor of SNF1 protein 1)	382
P22149	AFT1_YEAST	AFT1 RCS1 YGL071W	Iron-regulated transcriptional activator AFT1 (Activator of iron transcription protein 1)	690
P22203	VATE_YEAST	VMA4 VAT5 YOR332W O6241	V-type proton ATPase subunit E (V-ATPase subunit E) (V-ATPase 27 kDa subunit) (Vacuolar proton pump subunit E)	233
P22204	DBF2_YEAST	DBF2 YGR092W	Cell cycle protein kinase DBF2 (EC 2.7.11.1) (Dumbbell forming protein 2)	572
P22211	NPR1_YEAST	NPR1 YNL183C N1631	Nitrogen permease reactivator protein (EC 2.7.11.1) (Serine/threonine-protein kinase NPR1)	790
P22213	SLY1_YEAST	SLY1 YDR189W YD9346.01 YD9395.22	Protein SLY1 (Suppressor of loss of YPT1 protein 1)	666
